"m","nu","lambda","alpha","theoretical_mean","theoretical_var","envelop_1_empirical_mean","envelop_1_empirical_var","envelope_1_empirical_acceptance","envelop_3_empirical_mean","envelop_3_empirical_var","envelope_3_empirical_acceptance","envelop_4_empirical_mean","envelop_4_empirical_var","envelope_4_empirical_acceptance","envelop_5_empirical_mean","envelop_5_empirical_var","envelope_5_empirical_acceptance"
1.6,-3.88888888888889,-5,0.1,-4.67592592592593,0.575120027434842,-4.87728735885252,0.0119239770888446,0.27807,-4.87791034012716,0.0127375828935591,0.24648,-4.87876648277847,0.0108320430549673,0.06193,-4.69698046494921,0.204692340471548,0.02671
2.53333333333333,-3.88888888888889,-5,0.1,-4.8731884057971,0.0126199260117487,-4.92300294889738,0.0039552659646147,0.27347,-4.92337030791537,0.00392630728238525,0.32712,-4.92399533564814,0.00390820843974648,0.14064,-4.87756951044306,0.0111373524254392,0.01144
3.46666666666667,-3.88888888888889,-5,0.1,-4.92117117117117,0.00412219938674359,-4.94394339439914,0.00227211190142068,0.25829,-4.94408063343039,0.00219905637086649,0.34522,-4.94339216740445,0.00223393536616006,0.1803,-4.919587398478,0.00599242550467507,0.00745
4.4,-3.88888888888889,-5,0.1,-4.94281045751634,0.00228804202922248,-4.95576330630817,0.00154812677587378,0.24028,-4.95587844520663,0.00152730264203748,0.34122,-4.9560385812721,0.00149678230285032,0.1914,-4.94537522884171,0.00240668418981442,0.00569
5.33333333333333,-3.88888888888889,-5,0.1,-4.95512820512821,0.00156697538804562,-4.96357932796473,0.00117080328818474,0.2246,-4.96344108425203,0.00117687994205153,0.32953,-4.96346740338748,0.00116849978354181,0.19279,-4.9607925877845,0.00158781670866887,0.00472
6.26666666666667,-3.88888888888889,-5,0.1,-4.96308016877637,0.00119193083261342,-4.968933258805,0.000948087535757771,0.21085,-4.96885441836935,0.00096704795966392,0.31624,-4.96911758196817,0.000958376426927587,0.18784,-4.96221297793675,0.00136492827105151,0.0043
7.2,-3.88888888888889,-5,0.1,-4.96863799283154,0.000963471534529339,-4.97308390985876,0.000797867765333685,0.19867,-4.9729644304368,0.00081120249139798,0.30273,-4.97289260265872,0.000800677935849681,0.1827,-4.97066335746384,0.00107575524783532,0.00405
8.13333333333333,-3.88888888888889,-5,0.1,-4.97274143302181,0.000809776090982762,-4.97616838517351,0.000685120044819845,0.18857,-4.97622012679393,0.000694715237144505,0.2889,-4.97627822336449,0.000691609219949467,0.17718,-4.97204911458493,0.000811742927613512,0.00384
9.06666666666667,-3.88888888888889,-5,0.1,-4.97589531680441,0.00069918738449074,-4.97851380867669,0.000611375117507624,0.17995,-4.97864812716363,0.000613135569831139,0.27707,-4.97867981918435,0.000616335542810606,0.17241,-4.97751852363971,0.000704232936093491,0.00376
10,-3.88888888888889,-5,0.1,-4.97839506172839,0.00061569255045411,-4.98057402102578,0.000549287665248017,0.172,-4.9806114097018,0.000545034063186217,0.26633,-4.98017570776583,0.000539808648035662,0.16386,-4.9793059810457,0.000610801311113864,0.00325
