"","m","nu","lambda","alpha","theoretical_mean","envelope_1","envelope_3","envelope_4","envelope_5","diff_1","diff_3","diff_4","diff_5"
"82",2.53333333333333,3.88888888888889,-5,0.1,-5.1268115942029,-5.07733300617409,-5.07678536895445,-5.07602425443541,-5.11944850392376,0.0494785880288102,0.05002622524845,0.0507873397674903,0.00736309027914039
"83",3.46666666666667,3.88888888888889,-5,0.1,-5.07882882882883,-5.05652061472903,-5.05608601730768,-5.05590390505198,-5.07822226220659,0.0223082140997999,0.0227428115211499,0.0229249237768503,0.000606566622240123
"84",4.4,3.88888888888889,-5,0.1,-5.05718954248366,-5.04454113615022,-5.04418698695064,-5.04399121206336,-5.05724778760087,0.0126484063334402,0.0130025555330198,0.0131983304203001,-5.82451172101983e-05
"85",5.33333333333333,3.88888888888889,-5,0.1,-5.04487179487179,-5.03687407519658,-5.03654496680792,-5.03654505129483,-5.04585075763765,0.00799771967521057,0.0083268280638702,0.00832674357696028,-0.000978962765859848
"86",6.26666666666667,3.88888888888889,-5,0.1,-5.03691983122363,-5.03148456809368,-5.03111381432148,-5.03132436330015,-5.03513426843644,0.00543526312994924,0.00580601690214966,0.00559546792347998,0.00178556278718922
"87",7.2,3.88888888888889,-5,0.1,-5.03136200716846,-5.02751039115263,-5.02680130545606,-5.02739735537869,-5.03016883574329,0.00385161601583039,0.00456070171239986,0.00396465178977046,0.00119317142516984
"88",8.13333333333333,3.88888888888889,-5,0.1,-5.02725856697819,-5.0243663883193,-5.02372786667276,-5.02383537037183,-5.02554098927268,0.00289217865889047,0.00353070030543012,0.00342319660636026,0.00171757770551029
"89",9.06666666666667,3.88888888888889,-5,0.1,-5.02410468319559,-5.02189020360202,-5.02134408783809,-5.02171273819872,-5.02349249862226,0.00221447959357057,0.00276059535750051,0.00239194499687034,0.000612184573330232
"90",10,3.88888888888889,-5,0.1,-5.02160493827161,-5.01988045998045,-5.0194467489642,-5.01914968045143,-5.01923962909458,0.00172447829115985,0.00215818930740941,0.00245525782017975,0.00236530917702993
"91",1.6,5,-5,0.1,-5.41666666666667,-5.15601436512152,-5.15626630018635,-5.15339840652969,-5.41105382104351,0.26065230154515,0.26040036648032,0.26326826013698,0.00561284562315922
"92",2.53333333333333,5,-5,0.1,-5.16304347826087,-5.09863510645545,-5.09849343863982,-5.09800271090593,-5.15863288460848,0.0644083718054205,0.0645500396210501,0.0650407673549402,0.00441059365239038
"93",3.46666666666667,5,-5,0.1,-5.10135135135135,-5.07249212263107,-5.07229593632413,-5.07187622653982,-5.09257579672783,0.0288592287202798,0.0290554150272202,0.0294751248115297,0.00877555462352042
"94",4.4,5,-5,0.1,-5.07352941176471,-5.0572208711614,-5.05683817638087,-5.05612697106594,-5.0689574938963,0.0163085406033101,0.0166912353838402,0.0174024406987705,0.00457191786841005
"95",5.33333333333333,5,-5,0.1,-5.05769230769231,-5.04704282095822,-5.04682235588162,-5.04726900357504,-5.05362614869103,0.0106494867340903,0.0108699518106903,0.0104233041172703,0.00406615900128049
"96",6.26666666666667,5,-5,0.1,-5.04746835443038,-5.04016706890574,-5.03991204897178,-5.03967063585362,-5.05005536415372,0.00730128552464038,0.00755630545860075,0.00779771857676081,-0.00258700972333958
"97",7.2,5,-5,0.1,-5.04032258064516,-5.03505259473354,-5.03470185593294,-5.03439207944557,-5.04411972992185,0.00526998591162009,0.00562072471222042,0.00593050119959049,-0.00379714927669017
"98",8.13333333333333,5,-5,0.1,-5.03504672897196,-5.03120439865952,-5.03064768009057,-5.03085525666879,-5.03516414023697,0.0038423303124393,0.00439904888138987,0.00419147230316952,-0.00011741126500997
"99",9.06666666666667,5,-5,0.1,-5.03099173553719,-5.02789293407763,-5.0274987379072,-5.02741984074337,-5.03214058074644,0.00309880145955965,0.00349299762998978,0.00357189479381947,-0.00114884520925074
"100",10,5,-5,0.1,-5.02777777777778,-5.02528469764856,-5.02491786430173,-5.02495286679852,-5.02221689060514,0.00249308012922,0.0028599134760503,0.00282491097926041,0.00556088717264025
"101",1.6,-5,-3.88888888888889,0.1,-3.47222222222222,-3.73091464773983,-3.73256070580455,-3.73091772634022,-3.48588083093446,-0.25869242551761,-0.26033848358233,-0.258695504118,-0.0136586087122401
"102",2.53333333333333,-5,-3.88888888888889,0.1,-3.72584541062802,-3.78929813121486,-3.79030906192782,-3.7895567977935,-3.72898413435041,-0.0634527205868398,-0.0644636512997998,-0.0637113871654797,-0.00313872372238988
