"","m","nu","lambda","alpha","envelope_1","envelope_3","envelope_4","envelope_5"
"6060",10,0.555555555555555,-5,6.7,0.17542,0.27731,0.17585,0.42045
"6061",1.6,1.66666666666667,-5,6.7,0.37316,0.50227,0.22447,0.12742
"6062",2.53333333333333,1.66666666666667,-5,6.7,0.32117,0.47768,0.27442,0.10225
"6063",3.46666666666667,1.66666666666667,-5,6.7,0.2834,0.43305,0.26352,0.09283
"6064",4.4,1.66666666666667,-5,6.7,0.25687,0.39596,0.24369,0.08753
"6065",5.33333333333333,1.66666666666667,-5,6.7,0.23567,0.36542,0.22766,0.0835
"6066",6.26666666666667,1.66666666666667,-5,6.7,0.21912,0.34127,0.21497,0.08254
"6067",7.2,1.66666666666667,-5,6.7,0.20455,0.32125,0.20198,0.08101
"6068",8.13333333333333,1.66666666666667,-5,6.7,0.19292,0.30345,0.19186,0.08043
"6069",9.06666666666667,1.66666666666667,-5,6.7,0.18267,0.28895,0.18473,0.07935
"6070",10,1.66666666666667,-5,6.7,0.17455,0.27563,0.17384,0.07976
"6071",1.6,2.77777777777778,-5,6.7,0.32369,0.35838,0.11605,0.05241
"6072",2.53333333333333,2.77777777777778,-5,6.7,0.30008,0.40694,0.19959,0.03056
"6073",3.46666666666667,2.77777777777778,-5,6.7,0.27306,0.39667,0.22627,0.02422
"6074",4.4,2.77777777777778,-5,6.7,0.24959,0.37457,0.22222,0.02079
"6075",5.33333333333333,2.77777777777778,-5,6.7,0.23075,0.35204,0.21488,0.01902
"6076",6.26666666666667,2.77777777777778,-5,6.7,0.21491,0.33101,0.2038,0.01796
"6077",7.2,2.77777777777778,-5,6.7,0.20216,0.31319,0.19444,0.01726
"6078",8.13333333333333,2.77777777777778,-5,6.7,0.19129,0.29819,0.18486,0.01664
"6079",9.06666666666667,2.77777777777778,-5,6.7,0.18173,0.28467,0.17694,0.01627
"6080",10,2.77777777777778,-5,6.7,0.17337,0.27205,0.17233,0.01567
"6081",1.6,3.88888888888889,-5,6.7,0.27834,0.25007,0.06123,0.02654
"6082",2.53333333333333,3.88888888888889,-5,6.7,0.27288,0.33097,0.14129,0.01128
"6083",3.46666666666667,3.88888888888889,-5,6.7,0.25696,0.34994,0.17934,0.00754
"6084",4.4,3.88888888888889,-5,6.7,0.2396,0.34463,0.1928,0.00558
"6085",5.33333333333333,3.88888888888889,-5,6.7,0.22456,0.33114,0.19465,0.00497
"6086",6.26666666666667,3.88888888888889,-5,6.7,0.21044,0.3172,0.19028,0.00468
"6087",7.2,3.88888888888889,-5,6.7,0.19875,0.30286,0.18589,0.00394
"6088",8.13333333333333,3.88888888888889,-5,6.7,0.18852,0.28894,0.17799,0.00327
"6089",9.06666666666667,3.88888888888889,-5,6.7,0.17959,0.27787,0.1724,0.00369
"6090",10,3.88888888888889,-5,6.7,0.1719,0.26768,0.16661,0.00348
"6091",1.6,5,-5,6.7,0.23845,0.17943,0.03561,0.0163
"6092",2.53333333333333,5,-5,6.7,0.24747,0.2656,0.09824,0.00501
"6093",3.46666666666667,5,-5,6.7,0.24081,0.30175,0.14205,0.00274
"6094",4.4,5,-5,6.7,0.22897,0.31176,0.1614,0.00185
"6095",5.33333333333333,5,-5,6.7,0.21672,0.30843,0.17244,0.00143
"6096",6.26666666666667,5,-5,6.7,0.20545,0.30044,0.17294,0.00108
"6097",7.2,5,-5,6.7,0.19523,0.29045,0.17178,0.00092
"6098",8.13333333333333,5,-5,6.7,0.18648,0.27957,0.16724,0.00089
"6099",9.06666666666667,5,-5,6.7,0.17797,0.26901,0.16409,0.00087
"6100",10,5,-5,6.7,0.17018,0.25985,0.16007,0.00086
"6101",1.6,-5,-3.88888888888889,6.7,0.23844,0.17683,0.03495,0.01638
"6102",2.53333333333333,-5,-3.88888888888889,6.7,0.24701,0.26102,0.09733,0.00505
"6103",3.46666666666667,-5,-3.88888888888889,6.7,0.23981,0.29868,0.14025,0.00253
"6104",4.4,-5,-3.88888888888889,6.7,0.22901,0.30778,0.16226,0.00199
"6105",5.33333333333333,-5,-3.88888888888889,6.7,0.21708,0.30595,0.17174,0.00137
"6106",6.26666666666667,-5,-3.88888888888889,6.7,0.206,0.29858,0.17148,0.00139
"6107",7.2,-5,-3.88888888888889,6.7,0.19607,0.28831,0.17132,0.00101
"6108",8.13333333333333,-5,-3.88888888888889,6.7,0.18586,0.2782,0.16679,0.00087
"6109",9.06666666666667,-5,-3.88888888888889,6.7,0.17741,0.26897,0.16415,0.00093
"6110",10,-5,-3.88888888888889,6.7,0.17057,0.25957,0.1598,0.00089
"6111",1.6,-3.88888888888889,-3.88888888888889,6.7,0.27807,0.24648,0.06153,0.02693
"6112",2.53333333333333,-3.88888888888889,-3.88888888888889,6.7,0.27347,0.32712,0.14051,0.01154
"6113",3.46666666666667,-3.88888888888889,-3.88888888888889,6.7,0.25829,0.34522,0.17979,0.00732
"6114",4.4,-3.88888888888889,-3.88888888888889,6.7,0.24028,0.34122,0.19436,0.00552
"6115",5.33333333333333,-3.88888888888889,-3.88888888888889,6.7,0.2246,0.32953,0.19474,0.005
"6116",6.26666666666667,-3.88888888888889,-3.88888888888889,6.7,0.21085,0.31624,0.19072,0.00422
"6117",7.2,-3.88888888888889,-3.88888888888889,6.7,0.19867,0.30273,0.18403,0.00388
"6118",8.13333333333333,-3.88888888888889,-3.88888888888889,6.7,0.18857,0.2889,0.17747,0.00392
"6119",9.06666666666667,-3.88888888888889,-3.88888888888889,6.7,0.17995,0.27707,0.17079,0.00369
"6120",10,-3.88888888888889,-3.88888888888889,6.7,0.172,0.26633,0.16717,0.0035
"6121",1.6,-2.77777777777778,-3.88888888888889,6.7,0.3252,0.35347,0.1163,0.05221
"6122",2.53333333333333,-2.77777777777778,-3.88888888888889,6.7,0.29965,0.40257,0.20157,0.03039
"6123",3.46666666666667,-2.77777777777778,-3.88888888888889,6.7,0.27221,0.39322,0.22338,0.02388
"6124",4.4,-2.77777777777778,-3.88888888888889,6.7,0.24905,0.373,0.2214,0.02023
"6125",5.33333333333333,-2.77777777777778,-3.88888888888889,6.7,0.22997,0.35187,0.21343,0.01873
"6126",6.26666666666667,-2.77777777777778,-3.88888888888889,6.7,0.21439,0.33088,0.2022,0.01861
"6127",7.2,-2.77777777777778,-3.88888888888889,6.7,0.20205,0.3129,0.19505,0.01773
"6128",8.13333333333333,-2.77777777777778,-3.88888888888889,6.7,0.19042,0.29777,0.18517,0.01689
"6129",9.06666666666667,-2.77777777777778,-3.88888888888889,6.7,0.18143,0.28373,0.17797,0.01606
"6130",10,-2.77777777777778,-3.88888888888889,6.7,0.17294,0.27148,0.17018,0.01606
"6131",1.6,-1.66666666666667,-3.88888888888889,6.7,0.37317,0.49764,0.22475,0.12719
"6132",2.53333333333333,-1.66666666666667,-3.88888888888889,6.7,0.32062,0.47521,0.2756,0.10278
"6133",3.46666666666667,-1.66666666666667,-3.88888888888889,6.7,0.28369,0.43331,0.26309,0.09252
"6134",4.4,-1.66666666666667,-3.88888888888889,6.7,0.25568,0.39803,0.24651,0.08801
"6135",5.33333333333333,-1.66666666666667,-3.88888888888889,6.7,0.23364,0.36677,0.22877,0.08538
"6136",6.26666666666667,-1.66666666666667,-3.88888888888889,6.7,0.21692,0.34156,0.21446,0.08308
"6137",7.2,-1.66666666666667,-3.88888888888889,6.7,0.20333,0.31991,0.20319,0.08222
"6138",8.13333333333333,-1.66666666666667,-3.88888888888889,6.7,0.1917,0.30228,0.19401,0.08036
"6139",9.06666666666667,-1.66666666666667,-3.88888888888889,6.7,0.18202,0.28721,0.18141,0.07976
"6140",10,-1.66666666666667,-3.88888888888889,6.7,0.17346,0.27453,0.17215,0.07982
"6141",1.6,-0.555555555555555,-3.88888888888889,6.7,0.40697,0.62622,0.37622,0.44681
"6142",2.53333333333333,-0.555555555555555,-3.88888888888889,6.7,0.33567,0.52346,0.32691,0.43373
"6143",3.46666666666667,-0.555555555555555,-3.88888888888889,6.7,0.29056,0.45548,0.29061,0.42741
"6144",4.4,-0.555555555555555,-3.88888888888889,6.7,0.25914,0.40816,0.25812,0.42651
"6145",5.33333333333333,-0.555555555555555,-3.88888888888889,6.7,0.23637,0.37235,0.24064,0.42425
"6146",6.26666666666667,-0.555555555555555,-3.88888888888889,6.7,0.21922,0.34561,0.2207,0.42331
"6147",7.2,-0.555555555555555,-3.88888888888889,6.7,0.20485,0.32401,0.20591,0.42227
"6148",8.13333333333333,-0.555555555555555,-3.88888888888889,6.7,0.19285,0.30606,0.19419,0.42247
"6149",9.06666666666667,-0.555555555555555,-3.88888888888889,6.7,0.18294,0.2898,0.18445,0.42209
"6150",10,-0.555555555555555,-3.88888888888889,6.7,0.17463,0.2764,0.17645,0.42126
"6151",1.6,0.555555555555555,-3.88888888888889,6.7,0.40817,0.62815,0.37707,0.44663
"6152",2.53333333333333,0.555555555555555,-3.88888888888889,6.7,0.33466,0.52348,0.32914,0.43398
"6153",3.46666666666667,0.555555555555555,-3.88888888888889,6.7,0.29112,0.45581,0.29227,0.42827
"6154",4.4,0.555555555555555,-3.88888888888889,6.7,0.26039,0.40888,0.26009,0.42575
"6155",5.33333333333333,0.555555555555555,-3.88888888888889,6.7,0.2378,0.37417,0.23747,0.42516
"6156",6.26666666666667,0.555555555555555,-3.88888888888889,6.7,0.2194,0.34674,0.22297,0.4236
"6157",7.2,0.555555555555555,-3.88888888888889,6.7,0.2056,0.32447,0.20596,0.42251
"6158",8.13333333333333,0.555555555555555,-3.88888888888889,6.7,0.19392,0.3057,0.19398,0.42321
"6159",9.06666666666667,0.555555555555555,-3.88888888888889,6.7,0.18383,0.29078,0.18429,0.42174
"6160",10,0.555555555555555,-3.88888888888889,6.7,0.17542,0.27731,0.17657,0.42013
"6161",1.6,1.66666666666667,-3.88888888888889,6.7,0.37316,0.50227,0.22286,0.12768
"6162",2.53333333333333,1.66666666666667,-3.88888888888889,6.7,0.32117,0.47768,0.27447,0.10206
"6163",3.46666666666667,1.66666666666667,-3.88888888888889,6.7,0.2834,0.43305,0.26628,0.0925
"6164",4.4,1.66666666666667,-3.88888888888889,6.7,0.25687,0.39596,0.24545,0.088
"6165",5.33333333333333,1.66666666666667,-3.88888888888889,6.7,0.23567,0.36542,0.22844,0.08407
"6166",6.26666666666667,1.66666666666667,-3.88888888888889,6.7,0.21912,0.34127,0.21573,0.08208
"6167",7.2,1.66666666666667,-3.88888888888889,6.7,0.20455,0.32125,0.20364,0.08166
"6168",8.13333333333333,1.66666666666667,-3.88888888888889,6.7,0.19292,0.30345,0.19384,0.08053
"6169",9.06666666666667,1.66666666666667,-3.88888888888889,6.7,0.18267,0.28895,0.18236,0.07986
"6170",10,1.66666666666667,-3.88888888888889,6.7,0.17455,0.27563,0.17436,0.07879
"6171",1.6,2.77777777777778,-3.88888888888889,6.7,0.32369,0.35838,0.11616,0.0527
"6172",2.53333333333333,2.77777777777778,-3.88888888888889,6.7,0.30008,0.40694,0.2018,0.03066
"6173",3.46666666666667,2.77777777777778,-3.88888888888889,6.7,0.27306,0.39667,0.22303,0.02372
"6174",4.4,2.77777777777778,-3.88888888888889,6.7,0.24959,0.37457,0.22056,0.02096
"6175",5.33333333333333,2.77777777777778,-3.88888888888889,6.7,0.23075,0.35204,0.21269,0.01898
"6176",6.26666666666667,2.77777777777778,-3.88888888888889,6.7,0.21491,0.33101,0.20432,0.01817
"6177",7.2,2.77777777777778,-3.88888888888889,6.7,0.20216,0.31319,0.19221,0.01711
"6178",8.13333333333333,2.77777777777778,-3.88888888888889,6.7,0.19129,0.29819,0.18752,0.01675
"6179",9.06666666666667,2.77777777777778,-3.88888888888889,6.7,0.18173,0.28467,0.17748,0.0165
"6180",10,2.77777777777778,-3.88888888888889,6.7,0.17337,0.27205,0.1711,0.01576
"6181",1.6,3.88888888888889,-3.88888888888889,6.7,0.27834,0.25007,0.06131,0.02712
"6182",2.53333333333333,3.88888888888889,-3.88888888888889,6.7,0.27288,0.33097,0.14053,0.01123
"6183",3.46666666666667,3.88888888888889,-3.88888888888889,6.7,0.25696,0.34994,0.17946,0.00762
"6184",4.4,3.88888888888889,-3.88888888888889,6.7,0.2396,0.34463,0.19176,0.00582
"6185",5.33333333333333,3.88888888888889,-3.88888888888889,6.7,0.22456,0.33114,0.19434,0.00506
"6186",6.26666666666667,3.88888888888889,-3.88888888888889,6.7,0.21044,0.3172,0.18989,0.00421
"6187",7.2,3.88888888888889,-3.88888888888889,6.7,0.19875,0.30286,0.18526,0.00408
"6188",8.13333333333333,3.88888888888889,-3.88888888888889,6.7,0.18852,0.28894,0.17763,0.00337
"6189",9.06666666666667,3.88888888888889,-3.88888888888889,6.7,0.17959,0.27787,0.17072,0.00379
"6190",10,3.88888888888889,-3.88888888888889,6.7,0.1719,0.26768,0.16504,0.00326
"6191",1.6,5,-3.88888888888889,6.7,0.23845,0.17943,0.03477,0.01636
"6192",2.53333333333333,5,-3.88888888888889,6.7,0.24747,0.2656,0.09735,0.00506
"6193",3.46666666666667,5,-3.88888888888889,6.7,0.24081,0.30175,0.1393,0.00275
"6194",4.4,5,-3.88888888888889,6.7,0.22897,0.31176,0.16064,0.00166
"6195",5.33333333333333,5,-3.88888888888889,6.7,0.21672,0.30843,0.17064,0.00147
"6196",6.26666666666667,5,-3.88888888888889,6.7,0.20545,0.30044,0.17232,0.00115
"6197",7.2,5,-3.88888888888889,6.7,0.19523,0.29045,0.17124,0.00093
"6198",8.13333333333333,5,-3.88888888888889,6.7,0.18648,0.27957,0.16777,0.00091
"6199",9.06666666666667,5,-3.88888888888889,6.7,0.17797,0.26901,0.16549,0.00104
"6200",10,5,-3.88888888888889,6.7,0.17018,0.25985,0.16016,0.00083
"6201",1.6,-5,-2.77777777777778,6.7,0.23844,0.17683,0.03553,0.01645
"6202",2.53333333333333,-5,-2.77777777777778,6.7,0.24701,0.26102,0.09773,0.00512
"6203",3.46666666666667,-5,-2.77777777777778,6.7,0.23981,0.29868,0.14047,0.0026
"6204",4.4,-5,-2.77777777777778,6.7,0.22901,0.30778,0.16154,0.00179
"6205",5.33333333333333,-5,-2.77777777777778,6.7,0.21708,0.30595,0.17111,0.00147
"6206",6.26666666666667,-5,-2.77777777777778,6.7,0.206,0.29858,0.17422,0.0011
"6207",7.2,-5,-2.77777777777778,6.7,0.19607,0.28831,0.17221,0.00109
"6208",8.13333333333333,-5,-2.77777777777778,6.7,0.18586,0.2782,0.16938,0.00096
"6209",9.06666666666667,-5,-2.77777777777778,6.7,0.17741,0.26897,0.16611,0.00089
"6210",10,-5,-2.77777777777778,6.7,0.17057,0.25957,0.16212,0.00087
"6211",1.6,-3.88888888888889,-2.77777777777778,6.7,0.27807,0.24648,0.06137,0.02769
"6212",2.53333333333333,-3.88888888888889,-2.77777777777778,6.7,0.27347,0.32712,0.14172,0.0112
"6213",3.46666666666667,-3.88888888888889,-2.77777777777778,6.7,0.25829,0.34522,0.17944,0.00787
"6214",4.4,-3.88888888888889,-2.77777777777778,6.7,0.24028,0.34122,0.19177,0.00593
"6215",5.33333333333333,-3.88888888888889,-2.77777777777778,6.7,0.2246,0.32953,0.19265,0.00452
"6216",6.26666666666667,-3.88888888888889,-2.77777777777778,6.7,0.21085,0.31624,0.19009,0.0041
"6217",7.2,-3.88888888888889,-2.77777777777778,6.7,0.19867,0.30273,0.18553,0.0042
"6218",8.13333333333333,-3.88888888888889,-2.77777777777778,6.7,0.18857,0.2889,0.17861,0.00383
"6219",9.06666666666667,-3.88888888888889,-2.77777777777778,6.7,0.17995,0.27707,0.17378,0.00357
"6220",10,-3.88888888888889,-2.77777777777778,6.7,0.172,0.26633,0.16794,0.00347
"6221",1.6,-2.77777777777778,-2.77777777777778,6.7,0.3252,0.35347,0.11671,0.05164
"6222",2.53333333333333,-2.77777777777778,-2.77777777777778,6.7,0.29965,0.40257,0.20249,0.03096
"6223",3.46666666666667,-2.77777777777778,-2.77777777777778,6.7,0.27221,0.39322,0.22415,0.02423
"6224",4.4,-2.77777777777778,-2.77777777777778,6.7,0.24905,0.373,0.22174,0.02085
"6225",5.33333333333333,-2.77777777777778,-2.77777777777778,6.7,0.22997,0.35187,0.2139,0.01946
"6226",6.26666666666667,-2.77777777777778,-2.77777777777778,6.7,0.21439,0.33088,0.20359,0.01785
"6227",7.2,-2.77777777777778,-2.77777777777778,6.7,0.20205,0.3129,0.19176,0.01731
"6228",8.13333333333333,-2.77777777777778,-2.77777777777778,6.7,0.19042,0.29777,0.18469,0.01646
"6229",9.06666666666667,-2.77777777777778,-2.77777777777778,6.7,0.18143,0.28373,0.17657,0.01636
"6230",10,-2.77777777777778,-2.77777777777778,6.7,0.17294,0.27148,0.169,0.01549
"6231",1.6,-1.66666666666667,-2.77777777777778,6.7,0.37317,0.49764,0.22218,0.12784
"6232",2.53333333333333,-1.66666666666667,-2.77777777777778,6.7,0.32062,0.47521,0.2738,0.10152
"6233",3.46666666666667,-1.66666666666667,-2.77777777777778,6.7,0.28369,0.43331,0.26352,0.09251
"6234",4.4,-1.66666666666667,-2.77777777777778,6.7,0.25568,0.39803,0.24478,0.08727
"6235",5.33333333333333,-1.66666666666667,-2.77777777777778,6.7,0.23364,0.36677,0.22994,0.08527
"6236",6.26666666666667,-1.66666666666667,-2.77777777777778,6.7,0.21692,0.34156,0.21243,0.08266
"6237",7.2,-1.66666666666667,-2.77777777777778,6.7,0.20333,0.31991,0.20336,0.08198
"6238",8.13333333333333,-1.66666666666667,-2.77777777777778,6.7,0.1917,0.30228,0.19073,0.08036
"6239",9.06666666666667,-1.66666666666667,-2.77777777777778,6.7,0.18202,0.28721,0.18183,0.07952
"6240",10,-1.66666666666667,-2.77777777777778,6.7,0.17346,0.27453,0.17515,0.07909
"6241",1.6,-0.555555555555555,-2.77777777777778,6.7,0.40697,0.62622,0.37952,0.44693
"6242",2.53333333333333,-0.555555555555555,-2.77777777777778,6.7,0.33567,0.52346,0.32959,0.43276
"6243",3.46666666666667,-0.555555555555555,-2.77777777777778,6.7,0.29056,0.45548,0.28952,0.42996
"6244",4.4,-0.555555555555555,-2.77777777777778,6.7,0.25914,0.40816,0.25942,0.42611
"6245",5.33333333333333,-0.555555555555555,-2.77777777777778,6.7,0.23637,0.37235,0.23974,0.42411
"6246",6.26666666666667,-0.555555555555555,-2.77777777777778,6.7,0.21922,0.34561,0.21862,0.42286
"6247",7.2,-0.555555555555555,-2.77777777777778,6.7,0.20485,0.32401,0.20633,0.42293
"6248",8.13333333333333,-0.555555555555555,-2.77777777777778,6.7,0.19285,0.30606,0.19474,0.42079
"6249",9.06666666666667,-0.555555555555555,-2.77777777777778,6.7,0.18294,0.2898,0.18562,0.42208
"6250",10,-0.555555555555555,-2.77777777777778,6.7,0.17463,0.2764,0.17749,0.42188
"6251",1.6,0.555555555555555,-2.77777777777778,6.7,0.40817,0.62815,0.3796,0.44516
"6252",2.53333333333333,0.555555555555555,-2.77777777777778,6.7,0.33466,0.52348,0.32916,0.43417
"6253",3.46666666666667,0.555555555555555,-2.77777777777778,6.7,0.29112,0.45581,0.28891,0.42817
"6254",4.4,0.555555555555555,-2.77777777777778,6.7,0.26039,0.40888,0.26049,0.42557
"6255",5.33333333333333,0.555555555555555,-2.77777777777778,6.7,0.2378,0.37417,0.23853,0.42519
"6256",6.26666666666667,0.555555555555555,-2.77777777777778,6.7,0.2194,0.34674,0.22181,0.4235
"6257",7.2,0.555555555555555,-2.77777777777778,6.7,0.2056,0.32447,0.20497,0.42254
"6258",8.13333333333333,0.555555555555555,-2.77777777777778,6.7,0.19392,0.3057,0.19501,0.42106
"6259",9.06666666666667,0.555555555555555,-2.77777777777778,6.7,0.18383,0.29078,0.18491,0.42151
"6260",10,0.555555555555555,-2.77777777777778,6.7,0.17542,0.27731,0.17418,0.42151
"6261",1.6,1.66666666666667,-2.77777777777778,6.7,0.37316,0.50227,0.22291,0.12724
"6262",2.53333333333333,1.66666666666667,-2.77777777777778,6.7,0.32117,0.47768,0.27369,0.10026
"6263",3.46666666666667,1.66666666666667,-2.77777777777778,6.7,0.2834,0.43305,0.2621,0.09213
"6264",4.4,1.66666666666667,-2.77777777777778,6.7,0.25687,0.39596,0.24576,0.08764
"6265",5.33333333333333,1.66666666666667,-2.77777777777778,6.7,0.23567,0.36542,0.22898,0.08513
"6266",6.26666666666667,1.66666666666667,-2.77777777777778,6.7,0.21912,0.34127,0.21588,0.08252
"6267",7.2,1.66666666666667,-2.77777777777778,6.7,0.20455,0.32125,0.20096,0.08102
"6268",8.13333333333333,1.66666666666667,-2.77777777777778,6.7,0.19292,0.30345,0.19257,0.08028
"6269",9.06666666666667,1.66666666666667,-2.77777777777778,6.7,0.18267,0.28895,0.18266,0.07986
"6270",10,1.66666666666667,-2.77777777777778,6.7,0.17455,0.27563,0.17386,0.07971
"6271",1.6,2.77777777777778,-2.77777777777778,6.7,0.32369,0.35838,0.11624,0.05197
"6272",2.53333333333333,2.77777777777778,-2.77777777777778,6.7,0.30008,0.40694,0.20057,0.0306
"6273",3.46666666666667,2.77777777777778,-2.77777777777778,6.7,0.27306,0.39667,0.22375,0.02393
"6274",4.4,2.77777777777778,-2.77777777777778,6.7,0.24959,0.37457,0.22112,0.02061
"6275",5.33333333333333,2.77777777777778,-2.77777777777778,6.7,0.23075,0.35204,0.21244,0.01915
"6276",6.26666666666667,2.77777777777778,-2.77777777777778,6.7,0.21491,0.33101,0.20505,0.01794
"6277",7.2,2.77777777777778,-2.77777777777778,6.7,0.20216,0.31319,0.19475,0.01753
"6278",8.13333333333333,2.77777777777778,-2.77777777777778,6.7,0.19129,0.29819,0.1857,0.01676
"6279",9.06666666666667,2.77777777777778,-2.77777777777778,6.7,0.18173,0.28467,0.17812,0.01625
"6280",10,2.77777777777778,-2.77777777777778,6.7,0.17337,0.27205,0.17139,0.01545
"6281",1.6,3.88888888888889,-2.77777777777778,6.7,0.27834,0.25007,0.06266,0.02689
"6282",2.53333333333333,3.88888888888889,-2.77777777777778,6.7,0.27288,0.33097,0.1396,0.012
"6283",3.46666666666667,3.88888888888889,-2.77777777777778,6.7,0.25696,0.34994,0.18057,0.00711
"6284",4.4,3.88888888888889,-2.77777777777778,6.7,0.2396,0.34463,0.19088,0.00556
"6285",5.33333333333333,3.88888888888889,-2.77777777777778,6.7,0.22456,0.33114,0.19446,0.00494
"6286",6.26666666666667,3.88888888888889,-2.77777777777778,6.7,0.21044,0.3172,0.18969,0.00451
"6287",7.2,3.88888888888889,-2.77777777777778,6.7,0.19875,0.30286,0.18215,0.00379
"6288",8.13333333333333,3.88888888888889,-2.77777777777778,6.7,0.18852,0.28894,0.17838,0.00381
"6289",9.06666666666667,3.88888888888889,-2.77777777777778,6.7,0.17959,0.27787,0.17442,0.00379
"6290",10,3.88888888888889,-2.77777777777778,6.7,0.1719,0.26768,0.16589,0.00344
"6291",1.6,5,-2.77777777777778,6.7,0.23845,0.17943,0.0349,0.01596
"6292",2.53333333333333,5,-2.77777777777778,6.7,0.24747,0.2656,0.09651,0.0051
"6293",3.46666666666667,5,-2.77777777777778,6.7,0.24081,0.30175,0.13935,0.00254
"6294",4.4,5,-2.77777777777778,6.7,0.22897,0.31176,0.16192,0.00179
"6295",5.33333333333333,5,-2.77777777777778,6.7,0.21672,0.30843,0.17139,0.00154
"6296",6.26666666666667,5,-2.77777777777778,6.7,0.20545,0.30044,0.17515,0.00117
"6297",7.2,5,-2.77777777777778,6.7,0.19523,0.29045,0.17167,0.00112
"6298",8.13333333333333,5,-2.77777777777778,6.7,0.18648,0.27957,0.17038,0.00098
"6299",9.06666666666667,5,-2.77777777777778,6.7,0.17797,0.26901,0.16392,0.001
"6300",10,5,-2.77777777777778,6.7,0.17018,0.25985,0.16191,0.00084
"6301",1.6,-5,-1.66666666666667,6.7,0.23844,0.17683,0.03594,0.01588
"6302",2.53333333333333,-5,-1.66666666666667,6.7,0.24701,0.26102,0.09536,0.00504
"6303",3.46666666666667,-5,-1.66666666666667,6.7,0.23981,0.29868,0.13937,0.00288
"6304",4.4,-5,-1.66666666666667,6.7,0.22901,0.30778,0.16255,0.00177
"6305",5.33333333333333,-5,-1.66666666666667,6.7,0.21708,0.30595,0.17295,0.00154
"6306",6.26666666666667,-5,-1.66666666666667,6.7,0.206,0.29858,0.17316,0.00111
"6307",7.2,-5,-1.66666666666667,6.7,0.19607,0.28831,0.17142,0.00097
"6308",8.13333333333333,-5,-1.66666666666667,6.7,0.18586,0.2782,0.16968,0.00109
"6309",9.06666666666667,-5,-1.66666666666667,6.7,0.17741,0.26897,0.16426,0.00092
"6310",10,-5,-1.66666666666667,6.7,0.17057,0.25957,0.15839,0.00078
"6311",1.6,-3.88888888888889,-1.66666666666667,6.7,0.27807,0.24648,0.06243,0.02647
"6312",2.53333333333333,-3.88888888888889,-1.66666666666667,6.7,0.27347,0.32712,0.14048,0.0113
"6313",3.46666666666667,-3.88888888888889,-1.66666666666667,6.7,0.25829,0.34522,0.18032,0.00748
"6314",4.4,-3.88888888888889,-1.66666666666667,6.7,0.24028,0.34122,0.19355,0.00597
"6315",5.33333333333333,-3.88888888888889,-1.66666666666667,6.7,0.2246,0.32953,0.19241,0.00496
"6316",6.26666666666667,-3.88888888888889,-1.66666666666667,6.7,0.21085,0.31624,0.1883,0.00468
"6317",7.2,-3.88888888888889,-1.66666666666667,6.7,0.19867,0.30273,0.18313,0.00389
"6318",8.13333333333333,-3.88888888888889,-1.66666666666667,6.7,0.18857,0.2889,0.17559,0.00369
"6319",9.06666666666667,-3.88888888888889,-1.66666666666667,6.7,0.17995,0.27707,0.17305,0.00364
"6320",10,-3.88888888888889,-1.66666666666667,6.7,0.172,0.26633,0.16894,0.00358
"6321",1.6,-2.77777777777778,-1.66666666666667,6.7,0.3252,0.35347,0.11508,0.05227
"6322",2.53333333333333,-2.77777777777778,-1.66666666666667,6.7,0.29965,0.40257,0.20031,0.03062
"6323",3.46666666666667,-2.77777777777778,-1.66666666666667,6.7,0.27221,0.39322,0.22224,0.02412
"6324",4.4,-2.77777777777778,-1.66666666666667,6.7,0.24905,0.373,0.22313,0.02113
"6325",5.33333333333333,-2.77777777777778,-1.66666666666667,6.7,0.22997,0.35187,0.21433,0.01876
"6326",6.26666666666667,-2.77777777777778,-1.66666666666667,6.7,0.21439,0.33088,0.20656,0.018
"6327",7.2,-2.77777777777778,-1.66666666666667,6.7,0.20205,0.3129,0.1958,0.01723
"6328",8.13333333333333,-2.77777777777778,-1.66666666666667,6.7,0.19042,0.29777,0.18715,0.01658
"6329",9.06666666666667,-2.77777777777778,-1.66666666666667,6.7,0.18143,0.28373,0.17862,0.01573
"6330",10,-2.77777777777778,-1.66666666666667,6.7,0.17294,0.27148,0.17251,0.01596
"6331",1.6,-1.66666666666667,-1.66666666666667,6.7,0.37317,0.49764,0.22187,0.12821
"6332",2.53333333333333,-1.66666666666667,-1.66666666666667,6.7,0.32062,0.47521,0.2731,0.10091
"6333",3.46666666666667,-1.66666666666667,-1.66666666666667,6.7,0.28369,0.43331,0.26391,0.09183
"6334",4.4,-1.66666666666667,-1.66666666666667,6.7,0.25568,0.39803,0.24327,0.08737
"6335",5.33333333333333,-1.66666666666667,-1.66666666666667,6.7,0.23364,0.36677,0.22993,0.08445
"6336",6.26666666666667,-1.66666666666667,-1.66666666666667,6.7,0.21692,0.34156,0.21471,0.08331
"6337",7.2,-1.66666666666667,-1.66666666666667,6.7,0.20333,0.31991,0.20188,0.08058
"6338",8.13333333333333,-1.66666666666667,-1.66666666666667,6.7,0.1917,0.30228,0.1931,0.07979
"6339",9.06666666666667,-1.66666666666667,-1.66666666666667,6.7,0.18202,0.28721,0.18433,0.07961
"6340",10,-1.66666666666667,-1.66666666666667,6.7,0.17346,0.27453,0.17502,0.07816
"6341",1.6,-0.555555555555555,-1.66666666666667,6.7,0.40697,0.62622,0.37836,0.44502
